urlid,label
4042,0.50698439024507724
8471,0.5200561798155382
1164,0.54997305482688585
6684,0.50309186490868207
9006,0.52600685382618073
7018,0.51642183785450391
8685,0.52006668913313392
3402,0.51002525929046527
477,0.52046248215073665
6731,0.50645575826923095
2293,0.52217903413543154
3651,0.50260652390500826
1917,0.49031006741106065
1063,0.50765551091839922
2110,0.51903872459264644
5318,0.50935647777729143
9842,0.50725838541990143
3946,0.52079765308824788
334,0.52992967388979018
271,0.49243886556958472
6984,0.51480090139957624
8979,0.51832185044339785
1502,0.50941491059782551
8945,0.51011719495069052
2839,0.50962993924522582
1499,0.49657724086317634
7298,0.5221163851071603
3294,0.49586400850943296
2949,0.50630380511953377
4156,0.54731885464901076
1391,0.51389967391641034
2152,0.50890515716725016
8004,0.5135060746199176
2807,0.52522112685404421
497,0.54189168198966708
3201,0.48744245130453001
6704,0.52849562162872565
1650,0.50232890081562542
3561,0.50259291742035028
10154,0.50558330395794471
7461,0.51976544113829259
4064,0.52804405303477508
8138,0.51619078057594314
383,0.49837802753314547
1754,0.50975839473371742
5053,0.51262704233628564
4881,0.49240014188132764
5483,0.4981923059883166
4089,0.52321846224436264
4781,0.53550217731377558
6657,0.5277778484945832
4763,0.50803697431674988
5354,0.51074534234575819
8579,0.51258335739155825
3880,0.52238005871217186
7053,0.51067991353565256
6006,0.54497284480058583
8197,0.50673688457779542
9259,0.49217958968750863
1656,0.49303576443410396
6410,0.52537227407814513
10530,0.51243146596118494
8262,0.5045888850804725
5526,0.53696625106552531
1033,0.53024044682884952
7822,0.51108959286086975
10119,0.51973407699306329
10207,0.51553013762511135
8796,0.51882116155529845
9297,0.5166726189533426
3692,0.50502825963560216
6928,0.51993513436339767
4783,0.47351669719270389
2989,0.53047249203005253
4981,0.50715962238027668
8198,0.50497144049214338
5039,0.48470191052022266
8513,0.51315520201033082
8073,0.5181664136785612
6886,0.50742788055247945
10159,0.52549486670497847
6514,0.53488111642690073
4265,0.51236735763343377
7021,0.52196525505272651
8949,0.51307114978145896
7846,0.50767713740441422
7275,0.49367211677906508
1675,0.52237736853912387
1641,0.49056284277828144
8747,0.53217435830761151
8438,0.52039603958799863
4467,0.50802523924993559
9109,0.51819093085839829
1020,0.505119913548983
3554,0.54195899656182722
6167,0.48911115986686993
3738,0.51091830918150494
9791,0.51067047751982098
2180,0.52831589166642667
6153,0.5027382222723481
7474,0.51148270592495571
5592,0.50864938324437947
8568,0.51620732910298583
8131,0.5153726245297795
10182,0.52440804796889096
741,0.51344051944394486
1080,0.50483897833509983
2749,0.51622533613375921
9685,0.5240553895641884
1659,0.493503493712524
7079,0.52308133521425515
2557,0.53572833851113566
2331,0.51446137136631609
6322,0.54861590760533829
1961,0.50960501923219448
4260,0.53959490390342935
3041,0.51637383322652242
8364,0.50075396140483841
8550,0.50317435553618095
8577,0.52296755013992402
5568,0.51917754959174001
9780,0.49826855980691948
6500,0.51903745597615714
9409,0.50746205631483732
2528,0.50226274783803726
1014,0.50967536007524672
6420,0.50985831465054454
3482,0.52874959967853652
5906,0.50732902131309543
8202,0.50787917872128241
2814,0.52867840221958551
1536,0.52866161941225776
709,0.52150867592828354
7212,0.53205980566583277
1867,0.50422351491842798
7936,0.4743847354166601
6995,0.47927592517147449
2399,0.56030003168881548
593,0.51060193955789612
8483,0.52277891026768719
2030,0.55889112377217309
7230,0.48865277934491691
6289,0.51357420558006428
4656,0.49417098370721524
8588,0.49760797794476247
203,0.52371115796449463
7906,0.50633319609733085
6943,0.50563636654633237
552,0.51123650571161527
2198,0.50477694217767233
10515,0.51754845609822864
4384,0.5173838358018974
9396,0.53413522300474192
10384,0.51689311970594987
2867,0.51006263696983123
1883,0.50465661797703565
9079,0.51815466392705423
4751,0.52027044442258585
770,0.51369010568612494
843,0.51464738762224149
9834,0.50231910096635146
4668,0.52476071899975751
10080,0.52304945328399211
5834,0.50296227593945231
10338,0.50988636196434201
304,0.5137960515466401
2927,0.54266660661148158
3033,0.54041803767249907
7136,0.49214048376681763
6807,0.4841996121234004
5278,0.52129376454477372
3992,0.50137934948463236
3725,0.49831186181348947
8016,0.51028590355040737
6151,0.47844353577381621
1914,0.50710910573209655
6259,0.52022295410761843
3043,0.54329637285574917
3955,0.52463149191064706
9157,0.48393631823427702
3079,0.52100640601850989
3042,0.51000317102523585
359,0.50996655444134553
4542,0.50945177501545391
6589,0.51851026354402374
6232,0.50070705940100291
7748,0.49394878154738492
4043,0.50101528048405475
6331,0.48490819691756121
1482,0.52437049245299749
6521,0.52062027332049898
1106,0.51276137306161829
6127,0.53006279171540605
3112,0.51151561165337911
2410,0.54363739061955729
6327,0.51279255692175574
