"urlid"	"1"	"2"	"label"
1	0.3203125	0.6796875	0.87996428108698
2	0.631578947368421	0.368421052631579	0.24242530025377
5	0.156862745098039	0.843137254901961	0.920942160698743
6	0.621621621621622	0.378378378378378	0.550637415070935
7	0.566666666666667	0.433333333333333	0.213336380878735
8	0.566666666666667	0.433333333333333	0.368436324505738
10	0.519230769230769	0.480769230769231	0.300205806607794
11	0.809338521400778	0.190661478599222	0.20165163811475
12	0.7375	0.2625	0.270988674196532
13	0.264900662251656	0.735099337748344	0.697466628943878
14	0.720430107526882	0.279569892473118	0.216346551867264
15	0.811728395061728	0.188271604938272	0.411131631354659
16	0.506082725060827	0.493917274939173	0.51274959412534
17	0.11913357400722	0.88086642599278	0.900290450297396
18	0.592105263157895	0.407894736842105	0.167432004069647
19	0.168367346938776	0.831632653061224	0.880171513159893
20	0.253968253968254	0.746031746031746	0.886690286016808
22	0.723809523809524	0.276190476190476	0.220058239292695
23	0.265027322404372	0.734972677595628	0.784073046070172
24	0.885714285714286	0.114285714285714	0.428613076969811
25	0.535714285714286	0.464285714285714	0.391207257023901
26	0.353535353535354	0.646464646464647	0.769115732434303
27	0.765734265734266	0.234265734265734	0.318616897908267
28	0.857575757575758	0.142424242424242	0.191826934972539
29	0.663157894736842	0.336842105263158	0.316454001979309
31	0.75	0.25	0.188901967182308
32	0.138036809815951	0.861963190184049	0.927007040002543
36	0.698412698412698	0.301587301587302	0.242898198953092
38	0.801724137931034	0.198275862068966	0.3365639826546
39	0.163179916317992	0.836820083682008	0.938598823023701
40	0.9	0.1	0.245351944367422
41	0.762557077625571	0.237442922374429	0.251805642582518
42	0.659574468085106	0.340425531914894	0.378773018554826
44	0.21455938697318	0.78544061302682	0.777926998982112
45	0.19377990430622	0.80622009569378	0.923259242709323
46	0.859205776173285	0.140794223826715	0.532025189534491
47	0.808411214953271	0.191588785046729	0.182367002712908
48	0.517241379310345	0.482758620689655	0.685837459955535
53	0.516666666666667	0.483333333333333	0.591382538476112
56	0.21195652173913	0.78804347826087	0.903399601039175
57	0.553571428571429	0.446428571428571	0.324445827396747
58	0.796380090497738	0.203619909502262	0.169951122374847
60	0.691358024691358	0.308641975308642	0.210305744780985
61	0.372832369942197	0.627167630057804	0.784579369619955
62	0.774468085106383	0.225531914893617	0.219279681360368
66	0.391666666666667	0.608333333333333	0.789105620763266
67	0.654088050314465	0.345911949685535	0.289230303746612
68	0.13996138996139	0.86003861003861	0.944602625766836
69	0.602941176470588	0.397058823529412	0.168363817935571
71	0.755952380952381	0.244047619047619	0.219376000585773
72	0.703703703703704	0.296296296296296	0.201624066991299
73	0.653061224489796	0.346938775510204	0.146510688982588
75	0.821192052980132	0.178807947019868	0.117558324778722
76	0.111553784860558	0.888446215139442	0.961946376863582
79	0.481481481481481	0.518518518518518	0.494623956284737
81	0.152459016393443	0.847540983606557	0.879598749858383
84	0.429487179487179	0.57051282051282	0.686352566647193
85	0.934131736526946	0.0658682634730539	0.101792118409962
86	0.561186650185414	0.438813349814586	0.368021749144122
87	0.642592592592593	0.357407407407407	0.689016777395453
88	0.605633802816901	0.394366197183099	0.215652090954365
89	0.471698113207547	0.528301886792453	0.495985444513467
90	0.832335329341317	0.167664670658683	0.229939155541833
91	0.135458167330677	0.864541832669323	0.928171785987191
92	0.38996138996139	0.61003861003861	0.513877084431788
93	0.67032967032967	0.32967032967033	0.320487940176811
94	0.617283950617284	0.382716049382716	0.226332425098748
95	0.721649484536082	0.278350515463918	0.191670672970811
96	0.772357723577236	0.227642276422764	0.178231747270316
98	0.903485254691689	0.096514745308311	0.134966500986574
99	0.901916572717024	0.0980834272829763	0.189005915930272
100	0.700729927007299	0.299270072992701	0.226325394933079
101	0.888888888888889	0.111111111111111	0.156193799414322
103	0.17206132879046	0.82793867120954	0.937013405040969
105	0.71	0.29	0.317315976011895
106	0.270676691729323	0.729323308270677	0.886898494349496
107	0.714494875549048	0.285505124450952	0.82981799710531
109	0.508771929824561	0.491228070175439	0.545609859750716
110	0.555555555555556	0.444444444444444	0.335623428480974
112	0.141176470588235	0.858823529411765	0.955033575663471
113	0.175824175824176	0.824175824175824	0.943999726082781
114	0.428571428571429	0.571428571428571	0.678314400824565
115	0.421875	0.578125	0.670283622551959
117	0.561797752808989	0.438202247191011	0.405407664055785
119	0.77710843373494	0.22289156626506	0.294026032062387
120	0.5	0.5	0.739409638525534
121	0.61875	0.38125	0.793095041476696
122	0.517857142857143	0.482142857142857	0.27381934860149
123	0.703791469194313	0.296208530805687	0.585727705646946
124	0.279569892473118	0.720430107526882	0.882229709992336
126	0.590163934426229	0.409836065573771	0.257291467163733
128	0.915756630265211	0.0842433697347894	0.162694579957789
129	0.771573604060914	0.228426395939086	0.164495592757617
130	0.247761194029851	0.752238805970149	0.852403134895991
131	0.280575539568345	0.719424460431655	0.658277255585089
133	0.79136690647482	0.20863309352518	0.225335425461881
134	0.565217391304348	0.434782608695652	0.216179157975528
136	0.89873417721519	0.10126582278481	0.25851715759181
140	0.827102803738318	0.172897196261682	0.11200552509505
142	0.746268656716418	0.253731343283582	0.286186523110456
144	0.813793103448276	0.186206896551724	0.116092200210372
145	0.666666666666667	0.333333333333333	0.105644780972922
146	0.75	0.25	0.173851019860554
149	0.529411764705882	0.470588235294118	0.560110714517461
151	0.30188679245283	0.69811320754717	0.831539912064716
152	0.825471698113208	0.174528301886792	0.155167694495026
154	0.10828025477707	0.89171974522293	0.936563806663232
155	0.401960784313726	0.598039215686274	0.824848066364802
158	0.823728813559322	0.176271186440678	0.153719199554726
163	0.530120481927711	0.469879518072289	0.779561700731712
164	0.583333333333333	0.416666666666667	0.249338479459927
165	0.297709923664122	0.702290076335878	0.785720671367733
166	0.175115207373272	0.824884792626728	0.83243350238547
170	0.113300492610837	0.886699507389163	0.957461961571471
171	0.446428571428571	0.553571428571429	0.686635713331726
172	0.214285714285714	0.785714285714286	0.858638133823139
173	0.355555555555556	0.644444444444444	0.817449699730558
174	0.193627450980392	0.806372549019608	0.896127897702836
175	0.572815533980582	0.427184466019417	0.502476287628656
176	0.517857142857143	0.482142857142857	0.311074100384958
177	0.823809523809524	0.176190476190476	0.139162670830893
178	0.74390243902439	0.25609756097561	0.231648716669912
179	0.905149051490515	0.0948509485094851	0.205995830770057
180	0.8	0.2	0.286953183766295
182	0.883509833585477	0.116490166414523	0.200085237306723
183	0.733333333333333	0.266666666666667	0.33145705914167
185	0.5	0.5	0.520981845979338
188	0.766129032258065	0.233870967741935	0.195471125022057
191	0.135964912280702	0.864035087719298	0.947031393420314
192	0.791666666666667	0.208333333333333	0.226576739869854
193	0.8825	0.1175	0.134226816412298
194	0.897916666666667	0.102083333333333	0.156175416717024
195	0.0221967087638729	0.977803291236127	0.955842459181977
196	0.472636815920398	0.527363184079602	0.690517232889926
197	0.748633879781421	0.251366120218579	0.207902367094745
198	0.801401869158878	0.198598130841121	0.542437602439775
199	0.94093567251462	0.0590643274853801	0.580802655485452
201	0.19496855345912	0.805031446540881	0.890842441581683
202	0.5	0.5	0.507765526783132
203	0.662790697674419	0.337209302325581	0.241755836028007
206	0.195266272189349	0.804733727810651	0.765037130862077
208	0.66815144766147	0.33184855233853	0.762586284338901
209	0.907894736842105	0.0921052631578947	0.209807646162417
211	0.904991948470209	0.0950080515297907	0.158944380218649
213	0.812366737739872	0.187633262260128	0.434771572936801
214	0.591240875912409	0.408759124087591	0.357543682377268
215	0.530769230769231	0.469230769230769	0.607245490816631
217	0.506172839506173	0.493827160493827	0.789059250883792
218	0.388888888888889	0.611111111111111	0.708717733255226
219	0.180555555555556	0.819444444444444	0.907418221796624
221	0.666666666666667	0.333333333333333	0.349684409439107
222	0.195979899497487	0.804020100502513	0.877141436205067
223	0.914942528735632	0.0850574712643678	0.117694477544914
224	0.670212765957447	0.329787234042553	0.295401046510783
225	0.73943661971831	0.26056338028169	0.209280373982949
226	0.738255033557047	0.261744966442953	0.414258849557251
227	0.870860927152318	0.129139072847682	0.164120825976139
228	0.568965517241379	0.431034482758621	0.244113497235634
229	0.381578947368421	0.618421052631579	0.866535866759079
230	0.174603174603175	0.825396825396825	0.755533012808773
231	0.189873417721519	0.810126582278481	0.862910709844859
232	0.666666666666667	0.333333333333333	0.220238742216159
233	0.67741935483871	0.32258064516129	0.221177197742287
235	0.943063352044908	0.0569366479550922	0.170210021996082
236	0.11280487804878	0.88719512195122	0.865359593000496
237	0.57177033492823	0.42822966507177	0.436994188777575
238	0.148264984227129	0.851735015772871	0.936404034167458
239	0.177700348432056	0.822299651567944	0.911193305992558
240	0.735135135135135	0.264864864864865	0.24008714698272
243	0.661818181818182	0.338181818181818	0.322302036392252
